building_count_100m,building_density_100m,building_coverage_ratio,building_mean_size,building_max_size,building_size_std,building_shape_complexity
15.0,0.0015,0.2654210966121384,215.2114924437262,515.2623231694073,135.3730235509474,4.237723243264742
14.0,0.0014,0.25335300952723816,207.6660898576353,515.2623231694073,132.79291536738268,4.252885018860602
10.0,0.001,0.157216727708132,185.26642216676277,336.3611907795566,117.83685663374388,4.131997838970831
11.0,0.0011,0.13862074448663714,180.20330942949002,320.5331529410504,122.71701239211458,4.186341832538258
11.0,0.0011,0.1511254590937831,179.0426180450166,320.5331529410504,121.83398560583973,4.188467134245392
11.0,0.0011,0.15417878145276853,179.0426180450166,320.5331529410504,121.83398560583973,4.188467134245392
11.0,0.0011,0.1548249938485914,179.0426180450166,320.5331529410504,121.83398560583973,4.188467134245392
11.0,0.0011,0.15487001891129556,179.0426180450166,320.5331529410504,121.83398560583973,4.188467134245392
14.0,0.0014,0.16542432277415847,178.02540632369664,395.40465392640175,131.11397143699548,4.216232232620834
14.0,0.0014,0.17164034636455053,178.02540632369664,395.40465392640175,131.11397143699548,4.216232232620834
13.0,0.0013,0.1787909588112374,174.03977132490866,395.40465392640175,135.24368518436214,4.228586988615306
15.0,0.0015,0.21189793918356314,184.94632959364168,395.40465392640175,128.94442252536615,4.207648974120783
14.0,0.0014,0.2116635906279669,195.34985433782313,395.40465392640175,127.24300789502153,4.222481043700839
10.0,0.001,0.1466360780196035,229.5974852650896,395.40465392640175,115.58162954669898,4.212965147806537
11.0,0.0011,0.13062608527380573,204.8141770038105,395.40465392640175,121.75698751491964,4.196236853862643
11.0,0.0011,0.13086426650203087,182.70215809228455,395.40465392640175,130.37116599704896,4.210881805387076
10.0,0.001,0.10286446268889135,156.6975206640196,395.40465392640175,124.30283469957347,4.107842261522356
10.0,0.001,0.09866346590332459,120.26536039241185,314.9175636545888,100.01841009970234,4.091990884641442
11.0,0.0011,0.09996201521251459,149.11848302716464,375.3410375451523,126.89411313426521,4.153852828843081
15.0,0.0015,0.16909801560288548,134.5345835192086,321.3830391888752,100.58082115879071,4.161176978504561
21.0,0.0021,0.2006395260890888,148.26004262250393,436.02868786781903,128.65091828453993,4.16908342709463
25.0,0.0025,0.21796508914191012,114.24092240328795,354.3647294975442,85.28211192618511,4.125087462620103
25.0,0.0025,0.24304684092284837,115.07800931279843,354.3647294975442,84.51650672386425,4.143339612452022
25.0,0.0025,0.23926721123822095,125.8883400299977,363.1764215591959,97.30697393712545,4.152115979552905
26.0,0.0026,0.23795667065519732,123.43659133083555,363.1764215591959,96.16178418681493,4.144715906608225
24.0,0.0024,0.22933940318287319,130.82843180726573,363.1764215591959,96.46686857570609,4.138749874015624
22.0,0.0022,0.2144912576693556,129.32724921871903,363.1764215591959,99.81028450890396,4.14474805643676
21.0,0.0021,0.20848758577145612,121.16684957707615,363.1764215591959,93.13568376294421,4.160675839932258
22.0,0.0022,0.22801823646611866,122.08299626357675,363.1764215591959,91.15806694618465,4.187932908222274
22.0,0.0022,0.2257067202318928,122.08299626357675,363.1764215591959,91.15806694618465,4.187932908222274
24.0,0.0024,0.21975999464059015,125.4729484188644,363.1764215591959,95.15194059991865,4.175489786505995
24.0,0.0024,0.22463863735918813,125.4729484188644,363.1764215591959,95.15194059991865,4.175489786505995
24.0,0.0024,0.23299204688854797,122.8513857271917,363.1764215591959,92.4861990393875,4.182197568980313
22.0,0.0022,0.24832578009104544,130.76836318008594,363.1764215591959,93.80243959054275,4.189145906891813
23.0,0.0023,0.24571344933708264,135.59934876491397,363.1764215591959,94.49752474323391,4.1832692434615675
25.0,0.0025,0.23336362678775818,127.31104380948702,363.1764215591959,94.932299300486,4.180058261244503
22.0,0.0022,0.23231802744386695,133.1404120659182,363.1764215591959,97.63440950303996,4.234985720150464
22.0,0.0022,0.23967823636954202,133.38649675436344,363.1764215591959,97.42477632028698,4.201875553153864
22.0,0.0022,0.2452658776659558,135.00738063300406,363.1764215591959,97.33235129190379,4.202216070674975
23.0,0.0023,0.23729039109691957,133.7415953579057,363.1764215591959,95.37788113643273,4.200276053662122
22.0,0.0022,0.22666343743420822,126.72302830772387,363.1764215591959,91.52841620655292,4.208303760200235
24.0,0.0024,0.21955119378376725,130.1370757727615,363.1764215591959,92.38054929643064,4.227129805389295
24.0,0.0024,0.21300822658523197,130.1370757727615,363.1764215591959,92.38054929643064,4.227129805389295
23.0,0.0023,0.2072867059566579,141.03695263311707,363.1764215591959,90.22548711931297,4.201641371587746
22.0,0.0022,0.2092395411063412,130.93970404556805,261.0697264906341,78.5220713043864,4.200827380125977
20.0,0.002,0.21692554150026058,135.70876324215715,261.0697264906341,79.47304245809526,4.2062884983437225
21.0,0.0021,0.23375877069315862,144.03907805897765,296.2360314106677,77.81871815277417,4.220646297379676
22.0,0.0022,0.24664317376675812,150.21060096320093,296.2360314106677,81.11925168429943,4.216398618972641
22.0,0.0022,0.2641250520915431,154.70118343171998,296.2360314106677,79.51201346347051,4.232119694981514
22.0,0.0022,0.2688103093700844,154.70118343171998,296.2360314106677,79.51201346347051,4.232119694981514
21.0,0.0021,0.2645907992080122,147.44485134942283,296.2360314106677,79.23227555283307,4.25998514378411
21.0,0.0021,0.2614879027127979,147.44485134942283,296.2360314106677,79.23227555283307,4.25998514378411
22.0,0.0022,0.2552832158444592,149.53429579835117,296.2360314106677,77.76787697221813,4.244772796804848
19.0,0.0019,0.2598777715190848,160.08056155844505,296.2360314106677,76.03579104761238,4.2390255165081365
21.0,0.0021,0.25453776939270367,160.10944495406096,401.33662389876275,97.68391925976162,4.291987151714681
22.0,0.0022,0.2503806156987718,164.74502728305035,401.33662389876275,97.77359138503793,4.286409343628709
20.0,0.002,0.25775298797151047,173.2594782278024,401.33662389876275,111.04298935889545,4.291181332737298
21.0,0.0021,0.2520239163576096,180.05590806619816,401.33662389876275,107.4383195820955,4.293786066692469
21.0,0.0021,0.2482898610118244,182.4815699062931,401.33662389876275,105.8092729957268,4.225184230501484
21.0,0.0021,0.2592810230564965,176.87558079207696,401.33662389876275,109.2211519664889,4.209404445734115
19.0,0.0019,0.2706730517407665,185.7220276335318,401.33662389876275,110.00041568089108,4.209439688968186
18.0,0.0018,0.2724656100813334,190.156900318409,401.33662389876275,111.3491128561631,4.212319911723122
18.0,0.0018,0.26910792535429007,190.156900318409,401.33662389876275,111.3491128561631,4.212319911723122
18.0,0.0018,0.2603860819364988,190.156900318409,401.33662389876275,111.3491128561631,4.212319911723122
17.0,0.0017,0.25268371382048305,181.5664555731145,401.33662389876275,119.96435505295882,4.190575891897577
17.0,0.0017,0.25070192654135354,191.235670853534,401.33662389876275,117.25701920976226,4.192806993740211
18.0,0.0018,0.24360499311621261,202.9167053024393,401.49429093382923,123.71319756935756,4.198585366644348
16.0,0.0016,0.24020093610501408,218.46625544210536,401.49429093382923,122.29619475453023,4.20524341728999
14.0,0.0014,0.24309960139601963,240.31365800936572,401.49429093382923,113.53723674118481,4.216614060404021
18.0,0.0018,0.2568721645312777,207.6612119577377,401.49429093382923,118.15915019961895,4.175231627152936
18.0,0.0018,0.25913653056201785,207.0804961182892,401.49429093382923,118.99627137351959,4.174378167381988
19.0,0.0019,0.27048538951261064,189.96769800033434,401.49429093382923,120.88971860397508,4.158978481279033
23.0,0.0023,0.2585955263263038,155.82560441693298,401.49429093382923,113.73904322967802,4.156258298558134
23.0,0.0023,0.21446120355384132,150.24174944109726,401.49429093382923,106.31694519044574,4.142979972596091
22.0,0.0022,0.21397135586515395,128.11567801571348,303.0388242150056,90.90300004911053,4.129617802060789
21.0,0.0021,0.21025849157218596,128.36577322490777,303.0388242150056,95.44993042044291,4.139926702000553
19.0,0.0019,0.1669601725323345,155.02349001150034,435.9145380932191,119.59328463420046,4.18456136007934
18.0,0.0018,0.18699057110208053,157.17278836908272,435.9145380932191,115.30619007128682,4.168986897659896
20.0,0.002,0.20779787211234524,154.08378117460774,435.9145380932191,113.30950201058867,4.1656723814033345
22.0,0.0022,0.27356433190038476,141.84497580183717,435.9145380932191,107.04162863973526,4.171402944666058
22.0,0.0022,0.246484346546886,153.89792725846092,339.4453142634015,99.68755692757513,4.113808184056149
21.0,0.0021,0.25778107243848325,148.0707084302738,303.87632477394914,92.39864017781105,4.109225002246892
21.0,0.0021,0.18962965914445365,167.04467605994603,315.8700230834533,98.78463677318273,4.140375792731073
23.0,0.0023,0.19513242971411085,193.297910092713,576.3456044804454,149.45445896897127,4.13041902527432
22.0,0.0022,0.21262999960995044,192.822043884134,576.3456044804454,152.796363149121,4.123051024299645
22.0,0.0022,0.2253936138051591,184.10455562138824,576.3456044804454,155.74252598940222,4.129726238343195
28.0,0.0028,0.2692243685434708,175.30581174732188,353.68935395523204,105.42512968354774,4.14551973161977
26.0,0.0026,0.2635833906900761,164.91450496192016,339.37000666154523,105.44562753937936,4.181134512477121
25.0,0.0025,0.26614793119059726,159.94163575004671,339.37000666154523,105.21228196432114,4.176945114673767
19.0,0.0019,0.21839722243167253,160.8006536575333,339.37000666154523,105.63916563097416,4.184966305619248
19.0,0.0019,0.22037931057826377,156.25303220257464,339.37000666154523,108.08376517755399,4.167589362379633
19.0,0.0019,0.21588954206866165,156.25303220257464,339.37000666154523,108.08376517755399,4.167589362379633
19.0,0.0019,0.21136769913767026,141.0282524086564,339.37000666154523,105.46246179557808,4.1597605068326775
19.0,0.0019,0.20469885373330127,143.16627449679822,339.37000666154523,104.65654046553827,4.159646274594597
18.0,0.0018,0.20195569192017104,151.83212019153146,339.37000666154523,102.35863878610769,4.1626159311282205
19.0,0.0019,0.19636998723315083,130.0493368889827,323.87628445990913,91.56818757890532,4.152095823443006
19.0,0.0019,0.1903184788913447,130.0493368889827,323.87628445990913,91.56818757890532,4.152095823443006
20.0,0.002,0.1815443572215204,142.08461434302646,370.75488596985787,103.52587353981505,4.180928579867658
20.0,0.002,0.1712538012894137,128.32659813218385,370.75488596985787,96.49765900969663,4.192380635985951
19.0,0.0019,0.1616239834254229,132.5704487364485,370.75488596985787,97.18390894269795,4.201367112320622
20.0,0.002,0.15384818356176025,128.13740696920516,370.75488596985787,96.67399793329038,4.209883778514959
22.0,0.0022,0.148343517242355,126.59535256905859,370.75488596985787,92.31088081911118,4.1927654297646875
22.0,0.0022,0.14642938258924393,126.59535256905859,370.75488596985787,92.31088081911118,4.1927654297646875
20.0,0.002,0.16041952822426692,131.2031230634621,370.75488596985787,98.8777207719612,4.191151229980013
15.0,0.0015,0.19738007706333932,169.18455245406705,384.96005524384736,124.90987819421308,4.214527180231738
16.0,0.0016,0.1907701809205531,174.6171989718434,384.96005524384736,122.7600404809885,4.203095048123039
22.0,0.0022,0.22708702035911907,145.9488171524152,460.0575510622508,124.25111488200073,4.18884741680574
19.0,0.0019,0.19481550468387526,157.25120609587782,460.0575510622508,117.30374232155063,4.285730551301524
7.0,0.0007,0.1164376301419456,227.7316357214079,604.7985782277232,181.72887703889913,4.391091541429202
7.0,0.0007,0.0907049504318993,218.9122251791462,736.4876925488272,227.79153074187158,4.3103121094929975
7.0,0.0007,0.08444235475841536,243.90709290457715,736.4876925488272,216.44822855002005,4.384891809060186
7.0,0.0007,0.0826765980950303,243.90709290457715,736.4876925488272,216.44822855002005,4.384891809060186
6.0,0.0006,0.07675361787516015,161.81032629720212,266.82284774158,86.48114228632753,4.296762891618481
5.0,0.0005,0.021984541676943574,99.512279198405,285.85805286467746,96.09320147975498,4.35215692119464
5.0,0.0005,0.019477576956076284,99.512279198405,285.85805286467746,96.09320147975498,4.35215692119464
4.0,0.0004,0.019550454963222372,52.92583578183688,88.99523748585003,26.28489418393135,4.2867013415256965
5.0,0.0005,0.020469995482496808,49.20009880834154,88.99523748585003,24.6625423221341,4.230362952132867
7.0,0.0007,0.02391304661692251,92.32155884702456,343.19194929853535,104.55206829144855,4.175745055247342
7.0,0.0007,0.032578187873401394,92.32155884702456,343.19194929853535,104.55206829144855,4.175745055247342
8.0,0.0008,0.04021420242740865,93.96441961077332,343.19194929853535,97.89604716964169,4.191022902174081
8.0,0.0008,0.047521972554912424,93.96441961077332,343.19194929853535,97.89604716964169,4.191022902174081
7.0,0.0007,0.05124033464251248,104.07886174562125,343.19194929853535,100.66931706502605,4.2018051421579035
6.0,0.0006,0.05551078791994437,110.34883986838486,343.19194929853535,107.46243491770662,4.147386918995223
7.0,0.0007,0.11339857629732872,218.79192997879468,423.8912703235579,150.1447420112949,4.1569462632943255
7.0,0.0007,0.09808204560230377,200.33222806131695,423.8912703235579,164.55426844466837,4.1166726687066255
4.0,0.0004,0.028346941519587887,86.88969949622837,213.09182788376046,74.52471476212857,4.016229557045781
4.0,0.0004,0.021217160447245774,86.88969949622837,213.09182788376046,74.52471476212857,4.016229557045781
3.0,0.0003,0.012413019383981774,44.822323367051006,65.10572129901195,18.071735101923835,4.021073797336128
13.0,0.0013,0.29280161932088805,270.019830328189,1100.0870089356818,303.557690752988,4.183501927310204
14.0,0.0014,0.28421675314525263,282.60205276492496,1100.0870089356818,291.65369306441374,4.240048331584736
32.0,0.0032,0.2445510985153138,91.29305690440526,231.57426187429422,50.49336425396821,4.122039063454672
33.0,0.0033,0.2644587996817454,91.34050546319568,231.57426187429422,49.72315237821509,4.120570180652592
34.0,0.0034,0.2357035493163144,103.14571803827293,352.4756637782821,70.95388231600353,4.1949316674954265
35.0,0.0035,0.2331854676364174,108.78504994120073,352.4756637782821,77.27795336405417,4.191612131746126
37.0,0.0037,0.2583365554307105,112.89280525108815,352.4756637782821,82.18766692259457,4.195809662865095
36.0,0.0036,0.26361848271958754,106.23772584755497,300.5223346407456,72.82659712124229,4.141107203862763
36.0,0.0036,0.2680268292545311,106.23772584755497,300.5223346407456,72.82659712124229,4.141107203862763
35.0,0.0035,0.2779510073979183,107.38035433002315,300.5223346407456,73.54077996549681,4.144579310509979
36.0,0.0036,0.2834788926237927,106.4733066875661,300.5223346407456,72.71047375341199,4.143595115055588
36.0,0.0036,0.2867232465554314,106.4733066875661,300.5223346407456,72.71047375341199,4.143595115055588
37.0,0.0037,0.2889975496017335,109.08683885763234,300.5223346407456,70.40367423108373,4.143145810223209
