building_count_100m,building_density_100m,building_coverage_ratio,building_mean_size,building_max_size,building_size_std,building_shape_complexity
2.0,0.0002,0.12107239304374566,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.12271901939494287,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.1208051715324207,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.11448368384155173,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.1114315842873257,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.10846837410927385,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.10378031442067516,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
2.0,0.0002,0.099463098156857,5747.664493392009,10702.174213447675,4954.509720055667,7.196881981601006
3.0,0.0003,0.09653095926235075,3859.6855543720394,10702.174213447675,4847.030705402706,6.131351984426035
3.0,0.0003,0.08916975782642517,3859.6855543720394,10702.174213447675,4847.030705402706,6.131351984426035
4.0,0.0004,0.07367587105928544,4346.91728831647,10702.174213447675,4281.642708356803,5.94299290024024
4.0,0.0004,0.056924807629115684,4346.91728831647,10702.174213447675,4281.642708356803,5.94299290024024
4.0,0.0004,0.04151968523010796,4346.91728831647,10702.174213447675,4281.642708356803,5.94299290024024
4.0,0.0004,0.03341972478056257,4346.91728831647,10702.174213447675,4281.642708356803,5.94299290024024
4.0,0.0004,0.04075378014191212,2293.885542448208,5808.612490149761,2209.56871125717,5.686000162956589
3.0,0.0003,0.0634757890384097,2794.1291321521635,5808.612490149761,2347.0443661896616,4.850824542879411
3.0,0.0003,0.08904566941471248,2794.1291321521635,5808.612490149761,2347.0443661896616,4.850824542879411
3.0,0.0003,0.12483317010042456,2794.1291321521635,5808.612490149761,2347.0443661896616,4.850824542879411
3.0,0.0003,0.15253757283180303,2794.1291321521635,5808.612490149761,2347.0443661896616,4.850824542879411
5.0,0.0005,0.17724567673078315,2591.3227669826056,5808.612490149761,2322.5019947406017,4.787338214169772
